#OTU	NSTI
GU403263	0.052270000000000004
GU403445	0.06450700000000001
GU407023	0.26357600000000003
GU407063	0.46293
GU407081	0.07736900000000001
GU407114	0.06385
GU407131	0.057534
GU407143	0.08229500000000001
GU407164	0.064127
GU407314	0.12248800000000001
GU407918	0.016097
GU408370	0.027703
GU408602	0.037356
GU408631	0.047374
GU408694	0.029352999999999997
GU408840	0.265708
GU409157	0.033186
GU409166	0.062149
GU409467	0.23016399999999998
GU409548	0.23016399999999998
GU409549	0.23016399999999998
GU409572	0.027920999999999998
GU409708	0.007701
GU410395	0.061924
GU410485	0.072275
GU410602	0.9153899999999999
GU410783	0.196718
GU411018	0.016462
GU411021	0.032320999999999996
GU411032	0.042106
GU413056	0.026325
GU413057	0.027920999999999998
GU413615	0.10978099999999999
GU413616	0.102565
GU413619	0.5533140000000001
GU413637	0.11155599999999999
GU414239	0.050873
GU414913	0.016961
GU416611	0.020881
GU416640	0.019198
GU418025	0.046799
GU419876	0.034613
GU420696	0.015054
GU420700	0.02056
GU420706	0.041197000000000004
GU420876	0.012010999999999999
GU420877	0.026405
GU424791	0.062401
GU425732	0.02389
GU427268	0.016843
GU428575	0.024863
GU428796	0.052815999999999995
GU428841	0.147836
GU428845	0.242995
GU428914	0.211394
GU429067	0.059161
GU429112	0.018152
GU429188	0.047182999999999996
GU429320	0.06365900000000001
GU430997	0.085053
GU431080	0.03486
GU431081	0.039994999999999996
GU431386	0.06730499999999999
GU431796	0.063721
GU431986	0.006540000000000001
GU432008	0.172602
GU432015	0.196718
GU432024	0.10289000000000001
GU432030	0.030853
GU432184	0.198006
GU432185	0.208927
GU432261	0.039424
GU432305	0.098089
GU432406	0.062552
GU470888	0.009961
GU470889	0.016781
GU470899	0.015174000000000002
GU470901	0.035158999999999996
GU470905	0.006426
GU470909	0.0052179999999999995
GU470910	0.004302
GU560165	0.025317
GU566341	0.002734
HM358597	0.112659
HM358598	0.062558
HM358599	0.00015
HM358600	0.321189
HM358601	0.330937
HM358602	6.0925720000000005
HM358603	0.072746
HM358604	0.05656799999999999
HM358605	0.055758
HM358606	0.081188
HM358607	0.061637
HM358608	0.143899
HM358609	0.079432
HM358610	0.047874
HM358611	0.215522
HM358612	0.277526
HM358613	0.041312
HM358614	0.030904
HM358615	3.006319
HM358616	0.03922
HM358617	0.059326
HM358618	0.072737
HM358619	0.328165
HM358620	0.29891999999999996
HM358621	0.328359
HM358622	0.051704999999999994
HM358623	0.396696
HM358624	2.5706029999999997
HM358625	0.456272
HM358626	0.427123
HM358627	0.073173
HM358628	0.122896
HM358629	0.149792
HM358630	0.08251900000000001
HM358631	0.07251200000000001
HM358632	0.261354
HM358633	0.088121
HM358634	0.11224
HM358635	0.215705
L04322	0.014391
L06164	0.004472
L06166	0.013597
L06167	0.021255
L06168	0.008073
L06171	0.0048530000000000005
L06977	0.0062369999999999995
L14326	0.042538
L14327	0.00782
L16469	0.010165
L16470	0.014272
L16471	0.012272
L16472	0.024978999999999998
L16473	0.011988
L16474	0.005029
L16477	0.007478
L16480	0.01217
L34629	0.012983000000000001
L37603	0.009367
L43967	0.9153899999999999
M22516	0.0047420000000000006
M26494	0.16583299999999998
M34115	0.013561000000000002
M35014	0.016183000000000003
M58819	0.009828
M58820	0.011385
M58839	0.00866
M59055	0.002577
M59177	0.010276
M75038	0.002091
M75039	0.003722
M83548	0.049917
NC_002967	0.011476
NR_024816	0.00829
NR_025281	0.015092
NR_025319	0.010168
NR_025521	0.006509999999999999
NR_025629	0.122494
NR_026247	0.014191999999999998
NR_026420	0.03143
OT129	0.17485
SEQF1091	0.007135
SEQF1614	0.011097
U10874	0.011719
U13037	0.046484
U13039	0.011559
U13041	0.022327
U41346	0.014717
U41348	0.0073739999999999995
U41350	0.006723000000000001
U41352	0.004262
U41354	0.009025
U65987	0.016687
X53225	0.10977
X67608	0.009526
X67609	0.006647
X73223	0.010979000000000001
X73964	0.048759
X73965	0.010935
X80413	0.064211
X80414	0.016208
X81062	0.056004
X81319	0.011901
X81876	0.029313
X82065	0.030205000000000003
X82451	0.0158
X82500	0.034275
X82558	0.011148
X84005	0.023325
X84006	0.019614
X84007	0.024359
X84258	0.016858
X84438	0.027504
X84442	0.044505
X84443	0.028683999999999998
X87151	0.45060600000000006
X87152	0.041168
X87758	0.029863
X87976	0.0108
X94229	0.019013
X95304	0.016002000000000002
X97652	0.011196
Y09959	0.294052
Y13025	0.010211
Y13106	0.013981
Y13363	0.016556
Y13364	0.011696
Y13366	0.020009
Y15855	0.012265999999999999
Y17362	0.009729
Z36272	0.020625
Z36296	0.016942
Z93441	0.014819
Z93447	0.015921
am989901	0.089351
